threshold,avg_monthly_turnover,max_monthly_turnover,annual_turnover,high_turnover_months,mean_ic,ic_std,ic_ir,turnover_ic_ratio,score
0.05,0.42608695652173906,0.8,5.1130434782608685,35,0.0014523476969372456,0.12368221794785131,0.01174257481014454,293.3780646468363,-0.21159113056393228
0.08,0.38115942028985494,0.6,4.573913043478259,35,0.0014523476969372456,0.12368221794785131,0.01174257481014454,262.4436428643467,-0.18912736244799022
0.1,0.3710144927536231,0.6,4.452173913043477,33,0.0014523476969372456,0.12368221794785131,0.01174257481014454,255.45845084894586,-0.1840548986798743
0.12,0.3492753623188406,0.6666666666666666,4.191304347826087,29,0.0014523476969372456,0.12368221794785131,0.01174257481014454,240.49018224451552,-0.17318533346248305
0.15,0.31159420289855067,0.5333333333333333,3.739130434782608,24,0.0014523476969372456,0.12368221794785131,0.01174257481014454,214.5451833301694,-0.15434475375233808
0.2,0.272463768115942,0.4666666666666667,3.2695652173913037,20,0.0014523476969372456,0.12368221794785131,0.01174257481014454,187.60229984219464,-0.13477953636103374
