date,feature,ic
2021-03-31,VolRatio,-0.09894694279385392
2021-04-30,Mom_12_1,0.10451812524172849
2021-04-30,Mom_6_1,0.31075296227277516
2021-04-30,Mom_1,0.20249903308603773
2021-04-30,Vol_12,0.0509748250764741
2021-04-30,IdioVol,0.12211595935445307
2021-04-30,Beta_12,0.05154442530150135
2021-04-30,High52W,0.16116416952868964
2021-04-30,Trend_MA,0.2945800077353117
2021-04-30,MaxRet_1M,-0.026588375936148514
2021-04-30,PB_ratio,
2021-04-30,PE_TTM,
2021-04-30,EV_EBITDA,
2021-04-30,ROE,
2021-04-30,GrossMargin,
2021-04-30,CashFlowYield,
2021-04-30,RevGrowth_YoY,
2021-04-30,EarnGrowth_YoY,
2021-04-30,LogMktCap,
2021-04-30,VolRatio,-0.08721827643191167
2021-05-31,Mom_12_1,-0.020114447452621212
2021-05-31,Mom_6_1,-0.27337382651805486
2021-05-31,Mom_1,-0.031840476776484654
2021-05-31,Vol_12,0.05966034949544671
2021-05-31,IdioVol,0.010927885798670932
2021-05-31,Beta_12,-0.029380999261629334
2021-05-31,High52W,-0.3530143466465763
2021-05-31,Trend_MA,-0.2777908653000949
2021-05-31,MaxRet_1M,0.13560353011497484
2021-05-31,PB_ratio,
2021-05-31,PE_TTM,
2021-05-31,EV_EBITDA,
2021-05-31,ROE,
2021-05-31,GrossMargin,
2021-05-31,CashFlowYield,
2021-05-31,RevGrowth_YoY,
2021-05-31,EarnGrowth_YoY,
2021-05-31,LogMktCap,
2021-05-31,VolRatio,0.1072052670440561
2021-06-30,Mom_12_1,-0.26106501177877006
2021-06-30,Mom_6_1,-0.3112223550508069
2021-06-30,Mom_1,-0.29753788544706583
2021-06-30,Vol_12,-0.4069960620231356
2021-06-30,IdioVol,
2021-06-30,Beta_12,-0.17356457227242358
2021-06-30,High52W,
2021-06-30,Trend_MA,
2021-06-30,MaxRet_1M,-0.44577370697232865
2021-06-30,PB_ratio,
2021-06-30,PE_TTM,
2021-06-30,EV_EBITDA,
2021-06-30,ROE,
2021-06-30,GrossMargin,
2021-06-30,CashFlowYield,
2021-06-30,RevGrowth_YoY,
2021-06-30,EarnGrowth_YoY,
2021-06-30,LogMktCap,
2021-06-30,VolRatio,-0.020153124011110718
2021-07-31,Mom_12_1,0.03425424563130691
2021-07-31,Mom_6_1,0.02785679125206568
2021-07-31,Mom_1,-0.027641433142294575
2021-07-31,Vol_12,-0.05192327977215991
2021-07-31,IdioVol,0.004431102985127105
2021-07-31,Beta_12,-0.07618842516085932
2021-07-31,High52W,-0.001392366814859255
2021-07-31,Trend_MA,0.029549769698674445
2021-07-31,MaxRet_1M,0.04345838753911606
2021-07-31,PB_ratio,
2021-07-31,PE_TTM,
2021-07-31,EV_EBITDA,
2021-07-31,ROE,
2021-07-31,GrossMargin,
2021-07-31,CashFlowYield,
2021-07-31,RevGrowth_YoY,
2021-07-31,EarnGrowth_YoY,
2021-07-31,LogMktCap,
2021-07-31,VolRatio,0.062164656657642134
2021-08-31,Mom_12_1,0.13487658661791074
2021-08-31,Mom_6_1,0.2250079111142365
2021-08-31,Mom_1,-0.2900610034808902
2021-08-31,Vol_12,0.2070567138989487
2021-08-31,IdioVol,
2021-08-31,Beta_12,0.23040856509968
2021-08-31,High52W,
2021-08-31,Trend_MA,
2021-08-31,MaxRet_1M,0.20976846805667873
2021-08-31,PB_ratio,
2021-08-31,PE_TTM,
2021-08-31,EV_EBITDA,
2021-08-31,ROE,
2021-08-31,GrossMargin,
2021-08-31,CashFlowYield,
2021-08-31,RevGrowth_YoY,
2021-08-31,EarnGrowth_YoY,
2021-08-31,LogMktCap,
2021-08-31,VolRatio,0.21409848458211733
2021-09-30,Mom_12_1,0.10633240743996343
2021-09-30,Mom_6_1,0.2088542948560177
2021-09-30,Mom_1,-0.00309236665377448
2021-09-30,Vol_12,0.06453886994128194
2021-09-30,IdioVol,0.03749516543018881
2021-09-30,Beta_12,0.13746176294785697
2021-09-30,High52W,0.11129153819286759
2021-09-30,Trend_MA,0.23161544952709118
2021-09-30,MaxRet_1M,0.08622850813965753
2021-09-30,PB_ratio,
2021-09-30,PE_TTM,
2021-09-30,EV_EBITDA,
2021-09-30,ROE,
2021-09-30,GrossMargin,
2021-09-30,CashFlowYield,
2021-09-30,RevGrowth_YoY,
2021-09-30,EarnGrowth_YoY,
2021-09-30,LogMktCap,
2021-09-30,VolRatio,0.053163566681902884
2021-10-31,Mom_12_1,-0.021291445448472276
2021-10-31,Mom_6_1,0.08897981786857002
2021-10-31,Mom_1,-0.10945466052529798
2021-10-31,Vol_12,-0.15628845680531625
2021-10-31,IdioVol,-0.20831721810062936
2021-10-31,Beta_12,-0.1487535600014064
2021-10-31,High52W,-0.040691264523766084
2021-10-31,Trend_MA,-0.06394729439893111
2021-10-31,MaxRet_1M,-0.2731461622305826
2021-10-31,PB_ratio,
2021-10-31,PE_TTM,
2021-10-31,EV_EBITDA,
2021-10-31,ROE,
2021-10-31,GrossMargin,
2021-10-31,CashFlowYield,
2021-10-31,RevGrowth_YoY,
2021-10-31,EarnGrowth_YoY,
2021-10-31,LogMktCap,
2021-10-31,VolRatio,0.08301395872156393
2021-11-30,Mom_12_1,-0.14472768186772617
2021-11-30,Mom_6_1,-0.26119598467001864
2021-11-30,Mom_1,-0.2046851376533877
2021-11-30,Vol_12,-0.11714162652508701
2021-11-30,IdioVol,
2021-11-30,Beta_12,0.062462641960549896
2021-11-30,High52W,
2021-11-30,Trend_MA,
2021-11-30,MaxRet_1M,-0.161159066136915
2021-11-30,PB_ratio,
2021-11-30,PE_TTM,
2021-11-30,EV_EBITDA,
2021-11-30,ROE,
2021-11-30,GrossMargin,
2021-11-30,CashFlowYield,
2021-11-30,RevGrowth_YoY,
2021-11-30,EarnGrowth_YoY,
2021-11-30,LogMktCap,
2021-11-30,VolRatio,-0.03484670018635069
2021-12-31,Mom_12_1,0.02910586828873809
2021-12-31,Mom_6_1,-0.3297932562146197
2021-12-31,Mom_1,-0.2932535775816602
2021-12-31,Vol_12,-0.023231426461798106
2021-12-31,IdioVol,0.03165412608558067
2021-12-31,Beta_12,-0.26561126542667274
2021-12-31,High52W,-0.24005748743011848
2021-12-31,Trend_MA,-0.2517413241447206
2021-12-31,MaxRet_1M,-0.22932210541120213
2021-12-31,PB_ratio,
2021-12-31,PE_TTM,
2021-12-31,EV_EBITDA,
2021-12-31,ROE,
2021-12-31,GrossMargin,
2021-12-31,CashFlowYield,
2021-12-31,RevGrowth_YoY,
2021-12-31,EarnGrowth_YoY,
2021-12-31,LogMktCap,
2021-12-31,VolRatio,-0.09614465032875075
2022-01-31,Mom_12_1,0.005729404732604338
2022-01-31,Mom_6_1,-0.10282338876973383
2022-01-31,Mom_1,-0.004425828908969445
2022-01-31,Vol_12,0.2783156358777821
2022-01-31,IdioVol,0.2679819626595408
2022-01-31,Beta_12,-0.15649502478815794
2022-01-31,High52W,-0.1503578504824542
2022-01-31,Trend_MA,-0.06743961182799478
2022-01-31,MaxRet_1M,0.22240954959389608
2022-01-31,PB_ratio,
2022-01-31,PE_TTM,
2022-01-31,EV_EBITDA,
2022-01-31,ROE,
2022-01-31,GrossMargin,
2022-01-31,CashFlowYield,
2022-01-31,RevGrowth_YoY,
2022-01-31,EarnGrowth_YoY,
2022-01-31,LogMktCap,
2022-01-31,VolRatio,-0.0326922400759467
2022-02-28,Mom_12_1,0.050611792834288516
2022-02-28,Mom_6_1,0.16854365177033154
2022-02-28,Mom_1,0.014817516964944976
2022-02-28,Vol_12,0.03852536830631834
2022-02-28,IdioVol,-0.08069688126296543
2022-02-28,Beta_12,0.05273197144966773
2022-02-28,High52W,0.16147103906070923
2022-02-28,Trend_MA,0.20934038887521533
2022-02-28,MaxRet_1M,-0.09113251995358812
2022-02-28,PB_ratio,
2022-02-28,PE_TTM,
2022-02-28,EV_EBITDA,
2022-02-28,ROE,
2022-02-28,GrossMargin,
2022-02-28,CashFlowYield,
2022-02-28,RevGrowth_YoY,
2022-02-28,EarnGrowth_YoY,
2022-02-28,LogMktCap,
2022-02-28,VolRatio,-0.1291287226187546
2022-03-31,Mom_12_1,0.1694604620090714
2022-03-31,Mom_6_1,0.24845381667311273
2022-03-31,Mom_1,0.02271896206181217
2022-03-31,Vol_12,-0.23668998980345274
2022-03-31,IdioVol,-0.24397085193910195
2022-03-31,Beta_12,-0.23691853310361802
2022-03-31,High52W,0.4229945273035568
2022-03-31,Trend_MA,0.22926057452269613
2022-03-31,MaxRet_1M,-0.2785151717590802
2022-03-31,PB_ratio,
2022-03-31,PE_TTM,
2022-03-31,EV_EBITDA,
2022-03-31,ROE,
2022-03-31,GrossMargin,
2022-03-31,CashFlowYield,
2022-03-31,RevGrowth_YoY,
2022-03-31,EarnGrowth_YoY,
2022-03-31,LogMktCap,
2022-03-31,VolRatio,0.026682430294293447
2022-04-30,Mom_12_1,0.157020674378538
2022-04-30,Mom_6_1,0.25490752786470233
2022-04-30,Mom_1,-0.057609612882810024
2022-04-30,Vol_12,-0.05164726978657572
2022-04-30,IdioVol,0.09762314967828134
2022-04-30,Beta_12,-0.32319011286522975
2022-04-30,High52W,0.08689586973024246
2022-04-30,Trend_MA,0.13541805843676383
2022-04-30,MaxRet_1M,0.013253753384198867
2022-04-30,PB_ratio,
2022-04-30,PE_TTM,
2022-04-30,EV_EBITDA,
2022-04-30,ROE,
2022-04-30,GrossMargin,
2022-04-30,CashFlowYield,
2022-04-30,RevGrowth_YoY,
2022-04-30,EarnGrowth_YoY,
2022-04-30,LogMktCap,
2022-04-30,VolRatio,0.03623641925389402
2022-05-31,Mom_12_1,0.10537076755388347
2022-05-31,Mom_6_1,0.004639428993354663
2022-05-31,Mom_1,0.07855033226679792
2022-05-31,Vol_12,-0.1643876797580957
2022-05-31,IdioVol,
2022-05-31,Beta_12,0.26370117084490696
2022-05-31,High52W,
2022-05-31,Trend_MA,
2022-05-31,MaxRet_1M,-0.27917531029148057
2022-05-31,PB_ratio,
2022-05-31,PE_TTM,
2022-05-31,EV_EBITDA,
2022-05-31,ROE,
2022-05-31,GrossMargin,
2022-05-31,CashFlowYield,
2022-05-31,RevGrowth_YoY,
2022-05-31,EarnGrowth_YoY,
2022-05-31,LogMktCap,
2022-05-31,VolRatio,0.21989645230477126
2022-06-30,Mom_12_1,-0.18355630955310992
2022-06-30,Mom_6_1,-0.5026634084596181
2022-06-30,Mom_1,-0.1471124433036813
2022-06-30,Vol_12,0.3241394465736085
2022-06-30,IdioVol,0.23982718610456732
2022-06-30,Beta_12,0.32518635069090396
2022-06-30,High52W,-0.4514658528765476
2022-06-30,Trend_MA,-0.39716957912872264
2022-06-30,MaxRet_1M,0.3839606553918638
2022-06-30,PB_ratio,
2022-06-30,PE_TTM,
2022-06-30,EV_EBITDA,
2022-06-30,ROE,
2022-06-30,GrossMargin,
2022-06-30,CashFlowYield,
2022-06-30,RevGrowth_YoY,
2022-06-30,EarnGrowth_YoY,
2022-06-30,LogMktCap,
2022-06-30,VolRatio,0.24278857986709326
2022-07-31,Mom_12_1,0.19548275377096444
2022-07-31,Mom_6_1,0.29312963679195525
2022-07-31,Mom_1,-0.04827274005836643
2022-07-31,Vol_12,0.07393463661615274
2022-07-31,IdioVol,0.17653475616187897
2022-07-31,Beta_12,-0.26895942477409374
2022-07-31,High52W,0.09612707007489187
2022-07-31,Trend_MA,0.21126806371083995
2022-07-31,MaxRet_1M,0.12152614183748814
2022-07-31,PB_ratio,
2022-07-31,PE_TTM,
2022-07-31,EV_EBITDA,
2022-07-31,ROE,
2022-07-31,GrossMargin,
2022-07-31,CashFlowYield,
2022-07-31,RevGrowth_YoY,
2022-07-31,EarnGrowth_YoY,
2022-07-31,LogMktCap,
2022-07-31,VolRatio,0.11524823318448718
2022-08-31,Mom_12_1,0.294558911430681
2022-08-31,Mom_6_1,0.33549013747758516
2022-08-31,Mom_1,-0.26556116170317495
2022-08-31,Vol_12,-0.3360896241341725
2022-08-31,IdioVol,
2022-08-31,Beta_12,-0.2669456066945607
2022-08-31,High52W,
2022-08-31,Trend_MA,
2022-08-31,MaxRet_1M,-0.34563833901761537
2022-08-31,PB_ratio,
2022-08-31,PE_TTM,
2022-08-31,EV_EBITDA,
2022-08-31,ROE,
2022-08-31,GrossMargin,
2022-08-31,CashFlowYield,
2022-08-31,RevGrowth_YoY,
2022-08-31,EarnGrowth_YoY,
2022-08-31,LogMktCap,
2022-08-31,VolRatio,-0.05462184873949579
2022-09-30,Mom_12_1,0.17940385359164585
2022-09-30,Mom_6_1,0.08296737104883793
2022-09-30,Mom_1,0.2647067613656341
2022-09-30,Vol_12,-0.08629619211701417
2022-09-30,IdioVol,-0.012635807461059736
2022-09-30,Beta_12,-0.2165667522239021
2022-09-30,High52W,0.16689550297106287
2022-09-30,Trend_MA,0.18422084314897505
2022-09-30,MaxRet_1M,-0.07256425582785414
2022-09-30,PB_ratio,
2022-09-30,PE_TTM,
2022-09-30,EV_EBITDA,
2022-09-30,ROE,
2022-09-30,GrossMargin,
2022-09-30,CashFlowYield,
2022-09-30,RevGrowth_YoY,
2022-09-30,EarnGrowth_YoY,
2022-09-30,LogMktCap,
2022-09-30,VolRatio,-0.12591065714988925
2022-10-31,Mom_12_1,-0.17631236595056432
2022-10-31,Mom_6_1,-0.08696336275095812
2022-10-31,Mom_1,-0.11736050068562988
2022-10-31,Vol_12,0.03210066453359586
2022-10-31,IdioVol,-0.11028884357090116
2022-10-31,Beta_12,0.2234388734573327
2022-10-31,High52W,-0.12905928061601207
2022-10-31,Trend_MA,-0.18948261312893358
2022-10-31,MaxRet_1M,-0.17151119862170808
2022-10-31,PB_ratio,
2022-10-31,PE_TTM,
2022-10-31,EV_EBITDA,
2022-10-31,ROE,
2022-10-31,GrossMargin,
2022-10-31,CashFlowYield,
2022-10-31,RevGrowth_YoY,
2022-10-31,EarnGrowth_YoY,
2022-10-31,LogMktCap,
2022-10-31,VolRatio,-0.05120952146548996
2022-11-30,Mom_12_1,0.15270560106887943
2022-11-30,Mom_6_1,0.0794979079497908
2022-11-30,Mom_1,0.06951496079603389
2022-11-30,Vol_12,-0.2372921134981189
2022-11-30,IdioVol,-0.24253630322421854
2022-11-30,Beta_12,-0.2436737456488871
2022-11-30,High52W,0.22833478015549463
2022-11-30,Trend_MA,0.18034615519848105
2022-11-30,MaxRet_1M,-0.20401093491790018
2022-11-30,PB_ratio,
2022-11-30,PE_TTM,
2022-11-30,EV_EBITDA,
2022-11-30,ROE,
2022-11-30,GrossMargin,
2022-11-30,CashFlowYield,
2022-11-30,RevGrowth_YoY,
2022-11-30,EarnGrowth_YoY,
2022-11-30,LogMktCap,
2022-11-30,VolRatio,0.1001670124116592
2022-12-31,Mom_12_1,-0.569279385394325
2022-12-31,Mom_6_1,-0.4120064343729123
2022-12-31,Mom_1,0.0999903308603776
2022-12-31,Vol_12,0.3971546359129426
2022-12-31,IdioVol,0.3854523399317886
2022-12-31,Beta_12,0.34142874723111
2022-12-31,High52W,-0.6172404615868512
2022-12-31,Trend_MA,-0.5413241447206497
2022-12-31,MaxRet_1M,0.5571446151682431
2022-12-31,PB_ratio,
2022-12-31,PE_TTM,
2022-12-31,EV_EBITDA,
2022-12-31,ROE,
2022-12-31,GrossMargin,
2022-12-31,CashFlowYield,
2022-12-31,RevGrowth_YoY,
2022-12-31,EarnGrowth_YoY,
2022-12-31,LogMktCap,
2022-12-31,VolRatio,0.3149370626911852
2023-01-31,Mom_12_1,-0.13536004359902956
2023-01-31,Mom_6_1,-0.006140782672901796
2023-01-31,Mom_1,-0.02745332442600471
2023-01-31,Vol_12,0.08188794346190359
2023-01-31,IdioVol,
2023-01-31,Beta_12,-0.0209670897647762
2023-01-31,High52W,
2023-01-31,Trend_MA,
2023-01-31,MaxRet_1M,0.04145863366267009
2023-01-31,PB_ratio,
2023-01-31,PE_TTM,
2023-01-31,EV_EBITDA,
2023-01-31,ROE,
2023-01-31,GrossMargin,
2023-01-31,CashFlowYield,
2023-01-31,RevGrowth_YoY,
2023-01-31,EarnGrowth_YoY,
2023-01-31,LogMktCap,
2023-01-31,VolRatio,-0.11827379487359796
2023-02-28,Mom_12_1,-0.09984880981681374
2023-02-28,Mom_6_1,-0.1841012974227348
2023-02-28,Mom_1,0.016971977075348966
2023-02-28,Vol_12,0.04938820716571147
2023-02-28,IdioVol,0.019491227453324423
2023-02-28,Beta_12,0.08048943426743081
2023-02-28,High52W,-0.03977782783422882
2023-02-28,Trend_MA,-0.08932790689497555
2023-02-28,MaxRet_1M,0.028557364368341474
2023-02-28,PB_ratio,
2023-02-28,PE_TTM,
2023-02-28,EV_EBITDA,
2023-02-28,ROE,
2023-02-28,GrossMargin,
2023-02-28,CashFlowYield,
2023-02-28,RevGrowth_YoY,
2023-02-28,EarnGrowth_YoY,
2023-02-28,LogMktCap,
2023-02-28,VolRatio,-0.1972267149537639
2023-03-31,Mom_12_1,0.20507893533982627
2023-03-31,Mom_6_1,0.08442829014450967
2023-03-31,Mom_1,-0.1500369185331036
2023-03-31,Vol_12,-0.2876507506768398
2023-03-31,IdioVol,-0.14386888646672058
