min_hold_period,avg_monthly_turnover,max_monthly_turnover,annual_turnover,mean_ic,ic_std,ic_ir,turnover_ic_ratio,score
0,0.4086956521739129,0.7333333333333333,4.904347826086955,0.0019664868316348924,0.12189439159080588,0.016132709683939376,207.83035289086206,-0.20238133925532156
1,0.4086956521739129,0.7333333333333333,4.904347826086955,0.0019664868316348924,0.12189439159080588,0.016132709683939376,207.83035289086206,-0.20238133925532156
2,0.42173913043478245,0.7333333333333333,5.06086956521739,0.002385290236073728,0.12248946139119556,0.019473432318032714,176.80830787660457,-0.2084842749813175
3,0.4275362318840578,0.7333333333333333,5.130434782608694,0.0013037106826994324,0.12153908898378725,0.010726678088506499,327.93796780034927,-0.21246440525932947
