params,score
{'alpha': 0.01},-0.039490517412894506
{'alpha': 0.1},-0.03953447821544188
{'alpha': 1.0},-0.03958470052948513
{'alpha': 10.0},-0.04082081188385831
{'alpha': 100.0},-0.04572362964433507
