params,score
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.0766278514895415
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.09160322220666028
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09242860768780366
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07555749644325528
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.062196863353873484
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07501435101538602
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.06859544443676859
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06596327646296526
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0820174663832253
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07204782162559444
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.05827740733755218
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07082079900291212
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07902904395033962
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.06330897678325721
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.047355502500618644
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.06707692480653936
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06418953241528072
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0648186244134228
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.062411339113327004
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06210321197742722
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06581650004518493
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.06160887278267301
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08190359311159234
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08436636921852535
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.05355302578915825
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08270309646610492
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.06292303590980099
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08940621790191916
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08473926338189924
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.055972948470199575
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.06451676661218579
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08404940927220467
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.061862940798383864
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08935601055641551
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06594177016987172
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07840417593182804
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07130387251446478
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08799394149696077
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07039494522498363
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08081909381700562
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07934126744197519
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07885660715534996
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07771598006761278
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07427330363720397
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0759193075575611
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07070205811159305
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06465963337345014
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09069800603324873
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07070533726678928
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07530328397071497
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08031066910489974
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08361847387627437
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08773102365625052
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.09645509313565499
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07709155294735916
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07747660233743618
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07896088403386727
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.0768347636390008
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.09345280558322344
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08739013153170438
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07382095250199691
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.0732800425531019
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08397067815555274
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08634837704818128
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.0995743406461132
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09811977995785004
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08203202430745583
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.0902669757557298
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0700887508925301
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.09101380425629556
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08602010233849115
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08189500337242621
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07707186495635615
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06408830771900628
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06662379686146051
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.055891544269687954
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.06212970148110868
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.053477703534229405
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.06958627165883413
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06956842038255903
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.05578961165107333
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08799564719688192
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.0719289342536301
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08441154499442943
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.0660828094770505
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.05134203953300306
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.06454036706688882
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.05999796593117021
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08116304678594878
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0642731675437015
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.06807060069659833
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.0808469445830403
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06759124775334904
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08125437586870334
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07486330425886743
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0729742651892627
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08644000342310432
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07477655465245822
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.06894276841759579
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07481735756965845
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07551832260826713
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08052225650463068
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08936660351113011
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08180259995754327
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.06203558331253579
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.05956540074964944
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06059728048122787
"{'learning_rate': 0.1, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.05830364649811026
