mean,median,std,min,max,p5,p25,p75,p95,win_rate,ic_ir,n_months
0.002261440996107159,-0.025167891424352166,0.12601192508297127,-0.28957654197249183,0.29160015470623396,-0.1549216401098239,-0.08801510143806476,0.09713933952131709,0.21587896019206648,0.44680851063829785,0.017946245917742597,47
