alpha,avg_monthly_turnover,annual_turnover,mean_ic,ic_std,ic_ir,score
0.3,0.2710144927536232,3.2521739130434786,-0.006021375361365009,0.134263797981029,-0.044847348666658515,-0.14152862173817662
0.4,0.35797101449275354,4.295652173913043,-0.0017242590321235743,0.12915108393019445,-0.01335071282139241,-0.18070976627850036
0.5,0.4057971014492752,4.869565217391303,0.0020314831136438445,0.12450656742146432,0.016316272753445347,-0.20086706761099377
0.6,0.4565217391304347,5.478260869565217,0.005010175765861157,0.12074713699812943,0.041493122656305906,-0.2232506937993562
0.7,0.4710144927536231,5.652173913043478,0.006631436610160632,0.11765642082554925,0.05636272600875011,-0.22887580976665092
